2
50 1170
25 22 834
25 24 181
25 26 226
25 27 174
25 29 435
25 32 996
25 33 108
25 36 869
25 37 295
25 38 719
25 39 578
25 42 826
25 43 858
25 44 756
25 47 778
25 48 438
25 49 907
25 55 606
25 57 816
25 58 438
25 59 446
25 63 48
25 66 181
25 68 995
25 70 764
25 71 274
25 72 343
25 73 795
25 74 829
25 76 497
25 78 547
25 79 869
25 80 72
25 84 710
25 85 156
25 86 845
25 87 708
25 91 17
25 92 145
25 93 220
25 94 721
25 96 787
25 97 868
25 98 650
25 99 751
26 1 399
26 2 900
26 3 569
26 4 985
26 6 880
26 8 871
26 11 810
26 14 491
26 19 579
26 20 888
26 21 617
26 23 239
26 25 58
26 27 452
26 28 633
26 31 765
26 33 434
26 34 953
26 35 764
26 36 509
26 37 118
26 39 422
26 42 367
26 45 771
26 48 708
26 53 576
26 57 38
26 62 735
26 66 807
26 69 838
26 72 359
26 73 946
26 76 272
26 78 829
26 79 385
26 81 7
26 83 647
26 84 820
26 86 126
26 87 937
26 88 399
26 90 730
26 91 46
26 92 10
26 93 33
26 94 454
26 95 228
26 97 733
27 3 980
27 4 490
27 5 53
27 7 269
27 10 43
27 13 921
27 14 112
27 15 366
27 16 154
27 18 364
27 19 978
27 21 161
27 24 786
27 29 901
27 31 534
27 32 434
27 34 783
27 36 256
27 38 520
27 39 773
27 40 680
27 41 703
27 45 846
27 46 387
27 48 212
27 49 416
27 52 99
27 53 216
27 54 963
27 59 433
27 60 675
27 61 253
27 62 541
27 63 467
27 66 405
27 70 816
27 71 806
27 72 965
27 73 973
27 74 762
27 79 233
27 80 941
27 81 649
27 83 948
27 90 350
27 93 36
27 94 241
27 95 562
27 96 601
27 97 493
27 100 385
28 1 765
28 6 251
28 7 343
28 8 831
28 9 391
28 11 409
28 13 302
28 14 513
28 15 236
28 16 231
28 17 477
28 19 585
28 22 148
28 24 529
28 25 187
28 26 509
28 30 200
28 31 136
28 32 190
28 36 59
28 39 483
28 40 143
28 45 29
28 48 607
28 50 336
28 51 988
28 54 192
28 56 431
28 57 288
28 61 254
28 66 632
28 68 254
28 71 964
28 72 404
28 76 631
28 78 728
28 80 136
28 85 760
28 87 103
28 88 296
28 89 431
28 90 725
28 91 294
28 96 59
28 98 686
29 2 311
29 3 524
29 4 563
29 7 679
29 8 131
29 11 875
29 14 105
29 16 967
29 18 616
29 26 495
29 28 3
29 30 186
29 35 651
29 36 908
29 38 224
29 40 563
29 44 112
29 45 130
29 47 209
29 50 894
29 53 295
29 54 404
29 55 678
29 56 244
29 59 451
29 60 558
29 61 47
29 62 52
29 64 237
29 65 479
29 67 175
29 73 596
29 76 367
29 79 911
29 81 190
29 85 384
29 86 682
29 87 479
29 89 636
29 90 470
29 92 971
29 98 949
30 1 481
30 6 584
30 7 376
30 8 890
30 9 372
30 13 196
30 20 511
30 22 337
30 24 362
30 26 379
30 31 355
30 32 849
30 38 765
30 40 36
30 41 414
30 42 425
30 45 406
30 47 940
30 49 307
30 51 718
30 53 672
30 55 393
30 56 815
30 57 492
30 59 329
30 60 618
30 63 877
30 64 123
30 66 742
30 68 862
30 69 39
30 70 263
30 72 720
30 75 854
30 80 93
30 82 910
30 87 148
30 88 43
30 89 924
30 93 515
30 94 488
30 97 198
30 98 458
31 2 448
31 4 468
31 5 704
31 7 217
31 9 517
31 12 393
31 14 979
31 15 696
31 17 488
31 19 329
31 26 919
31 27 557
31 28 254
31 29 201
31 32 925
31 33 691
31 36 524
31 37 454
31 38 469
31 39 695
31 40 653
31 41 363
31 43 748
31 44 992
31 45 321
31 48 217
31 49 485
31 53 419
31 54 272
31 56 312
31 57 126
31 58 754
31 62 698
31 64 419
31 66 842
31 67 886
31 68 150
31 69 223
31 71 838
31 72 649
31 73 933
31 74 615
31 75 397
31 76 770
31 77 467
31 79 570
31 81 671
31 82 440
31 83 209
31 84 165
31 85 672
31 86 590
31 88 426
31 89 179
31 93 221
31 94 784
31 97 304
31 99 308
31 100 433
32 2 674
32 6 745
32 7 853
32 8 816
32 9 123
32 11 898
32 15 463
32 16 728
32 17 122
32 19 545
32 21 667
32 22 426
32 24 819
32 26 852
32 27 388
32 30 736
32 31 423
32 33 173
32 36 837
32 40 53
32 41 551
32 43 242
32 46 107
32 48 657
32 49 963
32 51 607
32 56 22
32 57 847
32 58 88
32 59 295
32 63 92
32 66 60
32 70 929
32 71 993
32 72 716
32 73 60
32 74 534
32 77 619
32 78 556
32 83 26
32 84 923
32 85 388
32 87 436
32 88 330
32 90 232
32 91 276
32 93 706
32 95 431
32 96 495
32 97 717
32 98 452
32 100 947
33 2 91
33 3 693
33 5 97
33 10 566
33 12 23
33 15 627
33 19 800
33 20 110
33 23 534
33 26 209
33 31 283
33 32 899
33 34 486
33 41 418
33 45 264
33 47 909
33 50 365
33 55 362
33 57 149
33 58 611
33 59 287
33 62 30
33 64 222
33 66 708
33 67 432
33 68 480
33 73 950
33 74 812
33 77 356
33 80 598
33 81 766
33 86 186
33 90 210
33 91 802
33 92 472
33 96 794
33 100 22
34 1 104
34 2 615
34 3 314
34 4 672
34 6 80
34 9 75
34 10 270
34 12 740
34 14 385
34 15 442
34 16 772
34 17 32
34 21 942
34 23 610
34 27 764
34 30 645
34 31 674
34 32 585
34 35 899
34 36 554
34 37 542
34 38 406
34 39 146
34 42 810
34 44 807
34 45 637
34 48 897
34 49 238
34 50 226
34 51 665
34 52 798
34 55 840
34 56 120
34 59 177
34 60 233
34 62 889
34 63 627
34 64 483
34 66 985
34 70 295
34 73 333
34 74 811
34 81 645
34 83 887
34 86 295
34 89 912
34 90 524
34 92 629
34 93 393
34 95 180
34 96 147
35 1 824
35 2 279
35 5 157
35 7 49
35 8 240
35 11 537
35 14 729
35 15 613
35 16 118
35 17 782
35 21 288
35 24 892
35 25 694
35 26 972
35 28 787
35 29 420
35 30 391
35 34 347
35 36 181
35 37 415
35 40 572
35 41 712
35 43 538
35 44 467
35 45 691
35 46 29
35 47 866
35 48 51
35 49 320
35 51 919
35 52 916
35 53 227
35 54 592
35 55 953
35 58 54
35 59 661
35 65 61
35 68 569
35 69 449
35 70 45
35 71 320
35 72 710
35 75 535
35 76 488
35 77 233
35 79 633
35 81 748
35 82 681
35 83 372
35 84 655
35 85 878
35 87 448
35 88 23
35 90 268
35 96 404
35 98 719
36 1 308
36 2 363
36 5 586
36 12 497
36 14 586
36 15 978
36 18 78
36 24 8
36 28 861
36 37 30
36 38 82
36 39 130
36 41 295
36 43 902
36 44 870
36 45 383
36 48 767
36 50 224
36 51 546
36 53 500
36 54 995
36 56 907
36 57 45
36 59 259
36 60 436
36 61 746
36 64 982
36 66 69
36 67 622
36 70 589
36 71 877
36 72 125
36 73 674
36 75 352
36 81 558
36 84 521
36 89 518
36 94 931
36 95 998
36 96 288
37 1 536
37 6 592
37 7 602
37 9 856
37 10 78
37 11 546
37 12 358
37 16 411
37 20 644
37 24 783
37 27 10
37 29 989
37 31 885
37 32 699
37 36 875
37 39 142
37 40 212
37 41 267
37 42 848
37 43 450
37 46 446
37 47 847
37 48 356
37 52 315
37 53 635
37 55 284
37 57 844
37 60 466
37 63 517
37 64 873
37 68 293
37 69 639
37 73 947
37 75 523
37 78 723
37 79 342
37 80 464
37 81 734
37 82 404
37 83 591
37 84 490
37 85 490
37 86 544
37 88 599
37 91 679
37 92 873
37 93 331
37 98 877
37 99 729
37 100 555
38 1 926
38 2 163
38 3 872
38 6 281
38 8 315
38 10 423
38 13 894
38 14 181
38 16 676
38 17 694
38 19 741
38 20 661
38 22 993
38 23 596
38 24 151
38 26 469
38 29 586
38 32 876
38 34 71
38 39 91
38 42 397
38 46 307
38 52 16
38 54 561
38 55 515
38 58 162
38 59 393
38 62 691
38 63 480
38 66 642
38 67 116
38 68 85
38 69 985
38 70 150
38 72 465
38 73 377
38 76 992
38 77 205
38 80 847
38 81 443
38 83 660
38 84 141
38 85 516
38 88 914
38 90 444
38 92 831
38 93 127
38 95 279
38 97 618
38 98 749
38 100 825
39 1 175
39 9 954
39 12 382
39 13 423
39 15 609
39 16 562
39 17 36
39 19 108
39 20 718
39 22 788
39 23 579
39 27 478
39 28 742
39 30 984
39 33 293
39 35 41
39 36 976
39 37 959
39 38 249
39 41 284
39 42 974
39 45 696
39 46 558
39 48 304
39 54 678
39 56 290
39 59 145
39 60 935
39 61 22
39 65 582
39 68 876
39 71 363
39 73 337
39 75 858
39 76 981
39 79 365
39 80 24
39 81 239
39 82 719
39 83 543
39 85 45
39 91 911
39 92 916
39 95 343
39 97 406
39 100 224
40 2 163
40 5 427
40 6 284
40 7 58
40 9 77
40 10 842
40 13 563
40 15 733
40 17 66
40 19 965
40 23 499
40 24 539
40 25 718
40 26 248
40 28 368
40 29 42
40 33 106
40 34 716
40 44 495
40 46 623
40 48 819
40 53 679
40 56 547
40 58 418
40 63 997
40 64 602
40 65 24
40 66 762
40 69 408
40 70 795
40 72 453
40 73 295
40 77 213
40 80 657
40 81 156
40 87 970
40 89 329
40 92 589
40 93 313
40 94 89
40 99 976
40 100 729
41 6 397
41 7 788
41 9 672
41 10 323
41 11 868
41 12 569
41 15 174
41 16 24
41 18 224
41 21 327
41 22 860
41 24 870
41 27 915
41 29 750
41 30 724
41 31 744
41 32 540
41 34 989
41 35 897
41 36 44
41 38 881
41 40 156
41 44 66
41 45 157
41 46 661
41 49 244
41 51 235
41 52 823
41 54 286
41 55 831
41 57 944
41 58 893
41 59 595
41 60 88
41 62 793
41 63 914
41 64 501
41 65 566
41 66 552
41 69 909
41 72 624
41 74 421
41 75 654
41 78 533
41 79 54
41 81 899
41 82 898
41 89 292
41 90 378
41 91 879
41 92 148
41 93 304
41 96 825
41 99 248
41 100 706
42 2 781
42 3 550
42 6 329
42 9 269
42 10 299
42 11 844
42 12 398
42 13 549
42 14 474
42 15 878
42 16 8
42 19 670
42 20 461
42 21 454
42 22 445
42 24 211
42 27 865
42 33 713
42 36 738
42 37 764
42 38 538
42 40 145
42 41 549
42 44 445
42 45 138
42 46 860
42 47 839
42 48 74
42 52 943
42 54 134
42 56 932
42 60 694
42 62 237
42 64 85
42 65 425
42 66 133
42 69 934
42 73 747
42 77 211
42 78 498
42 80 441
42 81 768
42 82 136
42 84 263
42 89 493
42 91 36
42 92 24
42 93 925
42 95 321
42 100 940
43 1 912
43 2 382
43 5 912
43 7 448
43 9 807
43 12 429
43 13 12
43 14 651
43 17 201
43 19 390
43 21 439
43 22 817
43 23 983
43 24 463
43 26 32
43 27 689
43 30 622
43 31 425
43 33 195
43 34 418
43 36 640
43 37 415
43 38 223
43 44 9
43 45 799
43 46 131
43 47 930
43 50 374
43 51 497
43 53 268
43 54 109
43 55 911
43 57 455
43 58 658
43 59 259
43 60 109
43 62 141
43 64 892
43 65 201
43 67 338
43 68 542
43 69 711
43 70 758
43 71 551
43 75 351
43 76 327
43 77 353
43 81 51
43 83 726
43 84 942
43 86 62
43 87 491
43 88 798
43 89 65
43 90 10
43 91 596
43 94 599
43 96 641
43 98 811
44 3 1
44 4 699
44 5 869
44 6 658
44 9 718
44 11 501
44 13 140
44 14 416
44 16 89
44 18 787
44 20 124
44 22 561
44 24 451
44 25 567
44 26 757
44 27 564
44 28 170
44 29 756
44 32 109
44 35 267
44 36 23
44 37 160
44 39 815
44 46 6
44 47 517
44 50 704
44 53 237
44 54 898
44 57 232
44 58 719
44 61 773
44 63 68
44 64 554
44 66 990
44 68 99
44 69 398
44 73 1000
44 74 796
44 75 25
44 79 587
44 81 338
44 82 804
44 85 386
44 86 486
44 87 324
44 88 949
44 89 896
44 90 271
44 94 343
44 95 224
44 98 141
44 100 280
45 3 44
45 6 613
45 9 54
45 10 33
45 13 61
45 14 651
45 17 726
45 18 178
45 19 42
45 20 413
45 21 180
45 23 701
45 24 956
45 27 53
45 28 865
45 34 418
45 36 458
45 38 128
45 39 796
45 41 922
45 43 674
45 44 403
45 47 952
45 48 502
45 49 480
45 55 40
45 56 885
45 60 643
45 62 295
45 63 685
45 71 336
45 72 410
45 74 401
45 75 983
45 76 809
45 78 981
45 79 750
45 80 732
45 82 808
45 83 730
45 84 737
45 86 693
45 88 10
45 90 325
45 92 396
45 94 396
45 95 180
45 96 219
45 98 457
45 99 935
45 100 833
46 1 453
46 4 5
46 5 904
46 8 774
46 9 448
46 11 736
46 13 916
46 15 962
46 16 136
46 17 763
46 19 446
46 22 144
46 24 765
46 25 916
46 27 49
46 29 929
46 30 666
46 35 784
46 36 781
46 39 871
46 40 22
46 45 437
46 47 260
46 48 754
46 49 541
46 50 130
46 51 486
46 52 66
46 53 551
46 60 428
46 61 230
46 62 661
46 63 722
46 64 827
46 65 25
46 66 264
46 67 498
46 72 818
46 73 167
46 75 175
46 77 259
46 81 980
46 82 595
46 83 697
46 84 32
46 87 808
46 88 893
46 89 464
46 91 912
46 94 264
46 97 803
46 99 698
47 5 518
47 6 14
47 9 496
47 10 833
47 12 294
47 13 934
47 16 206
47 17 355
47 21 924
47 24 304
47 27 840
47 29 826
47 30 761
47 31 778
47 32 108
47 33 359
47 34 886
47 35 447
47 37 245
47 39 824
47 40 119
47 41 667
47 43 732
47 44 584
47 49 615
47 50 58
47 51 539
47 54 793
47 55 350
47 59 266
47 61 888
47 63 499
47 66 638
47 67 694
47 69 447
47 71 280
47 72 521
47 73 193
47 75 85
47 78 425
47 83 18
47 84 958
47 88 383
47 89 232
47 90 523
47 91 365
47 94 739
47 95 63
47 97 378
47 98 880
47 99 558
47 100 576
48 1 322
48 2 910
48 3 233
48 4 209
48 5 623
48 7 652
48 10 247
48 12 613
48 14 834
48 17 587
48 20 305
48 21 569
48 22 469
48 28 859
48 30 548
48 34 473
48 35 775
48 37 659
48 41 234
48 46 973
48 47 5
48 50 484
48 51 185
48 52 761
48 54 829
48 55 930
48 56 205
48 58 865
48 59 177
48 64 938
48 65 994
48 68 240
48 70 663
48 71 406
48 75 756
48 76 313
48 77 718
48 79 984
48 81 357
48 83 380
48 84 974
48 85 862
48 89 848
48 90 594
48 91 486
48 94 38
48 96 479
48 98 624
49 3 423
49 6 324
49 9 656
49 10 38
49 13 711
49 16 222
49 20 751
49 22 915
49 23 656
49 27 257
49 31 345
49 34 555
49 36 696
49 39 607
49 41 37
49 46 949
49 48 83
49 51 386
49 53 941
49 54 103
49 56 925
49 57 645
49 59 588
49 60 301
49 61 367
49 63 403
49 65 634
49 66 446
49 67 894
49 68 540
49 69 52
49 70 209
49 72 944
49 73 479
49 74 219
49 76 279
49 81 657
49 82 846
49 86 708
49 87 698
49 89 147
49 90 983
49 91 48
49 93 438
49 94 456
49 95 48
49 97 901
49 98 332
49 99 269
49 100 479
50 2 129
50 3 693
50 5 124
50 7 878
50 8 961
50 10 903
50 11 880
50 13 185
50 19 432
50 21 929
50 22 126
50 23 331
50 25 858
50 26 680
50 28 495
50 29 99
50 31 629
50 34 166
50 35 55
50 36 362
50 38 730
50 40 904
50 45 857
50 46 267
50 47 856
50 48 225
50 52 812
50 54 96
50 56 891
50 58 982
50 59 513
50 65 229
50 66 353
50 67 701
50 69 618
50 70 701
50 73 254
50 76 471
50 77 257
50 78 836
50 79 234
50 80 963
50 81 448
50 83 751
50 85 325
50 86 445
50 89 577
50 91 197
50 93 271
50 94 542
50 95 152
50 97 789
50 99 629
50 100 209
51 2 916
51 6 254
51 13 379
51 19 669
51 20 570
51 25 387
51 27 457
51 30 196
51 31 781
51 32 443
51 33 661
51 35 664
51 36 784
51 37 452
51 39 542
51 40 313
51 43 352
51 45 626
51 47 728
51 48 38
51 49 396
51 56 43
51 67 770
51 68 231
51 70 196
51 74 776
51 77 878
51 78 17
51 79 328
51 81 406
51 83 235
51 84 965
51 85 150
51 86 490
51 88 282
51 90 794
51 95 318
51 96 863
51 97 217
51 100 222
52 1 12
52 2 809
52 4 43
52 8 707
52 10 33
52 11 370
52 13 17
52 17 126
52 20 807
52 21 140
52 22 493
52 24 380
52 25 644
52 28 125
52 31 106
52 32 547
52 34 295
52 37 882
52 38 740
52 39 958
52 41 582
52 43 398
52 45 269
52 48 586
52 54 182
52 57 346
52 60 212
52 61 773
52 62 856
52 63 432
52 64 701
52 65 737
52 67 868
52 68 17
52 69 527
52 74 940
52 75 648
52 76 285
52 80 643
52 81 876
52 84 153
52 85 283
52 86 864
52 91 478
52 93 13
52 100 937
53 2 531
53 3 134
53 11 446
53 16 504
53 17 127
53 18 577
53 19 684
53 20 653
53 24 811
53 31 973
53 32 173
53 38 971
53 41 120
53 43 540
53 47 471
53 48 167
53 52 424
53 59 747
53 60 319
53 62 756
53 63 190
53 66 30
53 67 653
53 69 271
53 70 504
53 72 165
53 75 935
53 76 760
53 77 201
53 79 301
53 83 386
53 86 253
53 87 614
53 89 7
53 94 969
53 95 351
53 100 245
54 1 417
54 2 909
54 3 689
54 6 145
54 7 374
54 8 366
54 12 959
54 14 684
54 15 72
54 16 212
54 17 910
54 21 544
54 22 372
54 24 129
54 25 441
54 26 933
54 28 891
54 30 56
54 31 55
54 34 405
54 35 783
54 36 729
54 38 25
54 42 33
54 45 838
54 47 223
54 48 359
54 49 250
54 51 586
54 52 172
54 56 945
54 57 629
54 58 37
54 62 672
54 64 439
54 65 185
54 66 75
54 72 1
54 75 701
54 76 617
54 78 960
54 79 737
54 80 456
54 81 978
54 83 772
54 84 714
54 88 662
54 89 922
54 91 944
54 92 720
54 93 487
54 94 266
54 95 657
54 97 513
55 1 157
55 3 70
55 4 923
55 6 433
55 7 394
55 9 456
55 11 584
55 12 334
55 14 935
55 17 166
55 20 272
55 23 460
55 24 475
55 26 33
55 28 772
55 32 215
55 33 613
55 34 892
55 36 446
55 37 566
55 38 280
55 41 114
55 44 907
55 46 318
55 47 991
55 48 719
55 49 483
55 50 923
55 51 76
55 53 210
55 54 232
55 58 78
55 60 66
55 61 252
55 65 351
55 66 682
55 70 283
55 72 155
55 73 486
55 74 660
55 75 94
55 76 759
55 78 937
55 79 240
55 82 392
55 86 726
55 87 140
55 88 685
55 90 18
55 94 32
55 96 22
55 98 38
55 99 135
55 100 712
56 1 595
56 2 46
56 3 674
56 4 606
56 9 28
56 10 559
56 12 40
56 15 148
56 16 464
56 20 290
56 24 845
56 25 849
56 26 506
56 31 168
56 33 634
56 36 818
56 41 139
56 42 71
56 44 400
56 46 835
56 49 342
56 53 583
56 54 79
56 55 145
56 57 572
56 59 265
56 61 684
56 62 198
56 63 189
56 66 612
56 67 836
56 71 266
56 74 596
56 78 460
56 79 489
56 80 625
56 82 673
56 83 809
56 84 796
56 85 163
56 86 544
56 90 967
56 95 944
56 98 66
56 99 732
56 100 385
57 3 119
57 7 385
57 17 903
57 18 134
57 20 647
57 22 624
57 23 562
57 25 940
57 26 351
57 27 824
57 28 601
57 29 326
57 31 17
57 34 861
57 35 21
57 36 854
57 38 604
57 41 812
57 43 51
57 44 842
57 46 785
57 47 760
57 49 192
57 50 928
57 51 149
57 52 861
57 53 108
57 55 183
57 56 618
57 59 569
57 60 217
57 63 578
57 64 508
57 65 779
57 69 15
57 70 399
57 71 144
57 73 909
57 74 555
57 75 434
57 76 107
57 80 294
57 81 798
57 82 740
57 83 794
57 87 317
57 89 296
57 91 544
57 92 135
57 93 518
57 94 377
57 99 135
58 2 83
58 3 924
58 5 673
58 6 4
58 7 405
58 8 187
58 10 8
58 12 154
58 13 342
58 14 61
58 15 938
58 16 279
58 17 998
58 18 489
58 19 554
58 20 195
58 22 587
58 23 757
58 29 491
58 30 582
58 35 493
58 36 874
58 39 323
58 40 198
58 42 988
58 43 640
58 46 437
58 50 774
58 52 269
58 54 694
58 55 845
58 56 28
58 57 819
58 60 98
58 63 690
58 64 451
58 65 958
58 67 56
58 69 614
58 70 369
58 72 101
58 74 982
58 76 381
58 77 968
58 79 74
58 82 693
58 84 454
58 86 774
58 87 776
58 88 733
58 90 772
58 92 788
58 97 408
59 2 796
59 4 372
59 6 83
59 7 587
59 9 672
59 10 973
59 11 463
59 12 522
59 17 210
59 19 878
59 22 893
59 24 331
59 29 155
59 30 318
59 31 895
59 32 910
59 33 958
59 34 575
59 36 653
59 37 703
59 38 598
59 41 931
59 42 486
59 44 554
59 45 853
59 48 863
59 49 870
59 52 216
59 53 156
59 54 818
59 55 113
59 58 749
59 61 270
59 64 894
59 65 941
59 66 920
59 67 688
59 68 564
59 71 572
59 72 414
59 73 821
59 76 75
59 79 811
59 82 327
59 83 619
59 84 646
59 85 511
59 86 530
59 87 143
59 88 574
59 89 536
59 91 59
59 92 929
59 97 959
59 99 950
59 100 149
60 1 367
60 2 828
60 5 818
60 9 593
60 10 716
60 14 659
60 15 604
60 17 172
60 20 759
60 22 703
60 26 646
60 28 703
60 29 367
60 30 807
60 32 297
60 33 419
60 35 528
60 42 722
60 44 139
60 45 240
60 49 160
60 51 340
60 52 679
60 55 809
60 57 328
60 58 962
60 63 453
60 65 2
60 67 745
60 68 300
60 70 613
60 71 357
60 74 958
60 75 762
60 76 558
60 77 899
60 79 390
60 84 80
60 85 425
60 86 420
60 87 799
60 90 678
60 92 458
60 98 1000
61 4 981
61 5 868
61 11 865
61 13 956
61 14 747
61 16 289
61 19 383
61 21 849
61 22 106
61 23 799
61 29 59
61 32 572
61 36 309
61 37 849
61 39 519
61 40 880
61 41 941
61 43 724
61 44 470
61 47 440
61 48 219
61 57 755
61 58 742
61 59 60
61 60 99
61 63 238
61 64 869
61 65 778
61 67 547
61 68 819
61 69 470
61 73 481
61 75 221
61 76 83
61 77 872
61 78 63
61 80 504
61 81 197
61 83 413
61 86 396
61 87 121
61 89 778
61 90 751
61 91 648
61 92 993
61 93 296
61 95 693
61 97 572
61 99 735
61 100 843
62 1 260
62 2 601
62 3 456
62 6 905
62 7 726
62 10 48
62 11 608
62 12 52
62 13 809
62 14 741
62 15 609
62 16 503
62 17 518
62 18 452
62 20 549
62 21 631
62 22 681
62 23 297
62 24 425
62 26 150
62 27 984
62 28 258
62 29 825
62 30 78
62 31 916
62 33 240
62 37 646
62 38 643
62 40 226
62 42 608
62 45 136
62 46 21
62 48 572
62 49 927
62 50 705
62 52 178
62 53 40
62 56 774
62 57 321
62 59 604
62 63 414
62 64 688
62 67 720
62 68 673
62 69 390
62 70 895
62 73 172
62 80 772
62 83 782
62 86 991
62 88 478
62 92 434
62 95 430
62 96 932
62 97 236
62 98 415
62 99 379
62 100 502
63 4 133
63 6 970
63 10 164
63 11 455
63 12 624
63 13 523
63 14 478
63 15 89
63 16 692
63 19 166
63 20 453
63 21 38
63 22 286
63 24 857
63 27 863
63 28 673
63 29 563
63 31 513
63 32 108
63 34 877
63 36 374
63 37 750
63 39 272
63 40 356
63 41 1
63 42 163
63 43 954
63 45 293
63 48 653
63 53 33
63 55 206
63 57 53
63 59 518
63 60 383
63 73 804
63 74 567
63 75 521
63 76 360
63 78 478
63 79 933
63 81 424
63 83 802
63 84 773
63 85 252
63 86 86
63 88 556
63 89 243
63 90 877
63 95 527
63 96 568
63 97 171
63 100 797
64 3 858
64 4 307
64 5 960
64 7 516
64 8 999
64 9 217
64 10 981
64 12 649
64 14 402
64 15 758
64 19 480
64 21 111
64 22 498
64 23 733
64 24 131
64 26 364
64 31 264
64 33 797
64 34 557
64 35 148
64 39 287
64 40 988
64 41 310
64 43 631
64 44 484
64 45 353
64 48 223
64 61 628
64 62 225
64 65 827
64 68 246
64 70 510
64 72 315
64 74 732
64 75 469
64 77 460
64 78 688
64 80 724
64 81 763
64 83 452
64 84 423
64 87 942
64 91 924
64 92 799
64 96 278
64 97 62
64 100 466
65 4 969
65 5 797
65 7 255
65 8 915
65 14 94
65 15 806
65 16 890
65 17 686
65 20 354
65 21 280
65 22 334
65 25 667
65 26 912
65 27 693
65 30 606
65 31 92
65 32 474
65 40 440
65 42 174
65 45 388
65 46 255
65 50 700
65 54 46
65 55 343
65 56 375
65 57 60
65 59 689
65 60 363
65 62 131
65 67 576
65 69 589
65 73 446
65 74 849
65 75 296
65 80 924
65 81 485
65 82 86
65 85 461
65 86 308
65 89 571
65 91 490
65 92 730
65 95 922
65 96 523
66 4 788
66 6 479
66 8 661
66 11 77
66 13 976
66 15 847
66 16 256
66 17 712
66 20 833
66 21 939
66 23 446
66 26 978
66 28 268
66 29 710
66 30 946
66 31 405
66 32 802
66 33 123
66 34 897
66 35 424
66 36 433
66 39 507
66 40 998
66 42 863
66 44 466
66 46 333
66 48 127
66 49 821
66 53 219
66 54 246
66 55 805
66 57 788
66 58 248
66 59 840
66 61 777
66 64 124
66 68 473
66 69 655
66 70 211
66 71 133
66 72 158
66 73 211
66 74 185
66 77 597
66 78 20
66 80 520
66 84 665
66 86 669
66 87 924
66 89 734
66 91 247
66 93 486
66 94 763
66 96 999
66 97 173
66 100 120
67 2 675
67 3 420
67 4 819
67 5 620
67 7 528
67 8 918
67 13 959
67 17 295
67 18 516
67 19 841
67 20 64
67 26 920
67 27 855
67 29 519
67 32 213
67 34 591
67 35 744
67 37 238
67 38 913
67 42 880
67 48 842
67 49 328
67 50 74
67 51 487
67 54 548
67 57 8
67 58 648
67 62 401
67 68 660
67 70 916
67 72 420
67 75 444
67 77 556
67 79 329
67 81 474
67 85 247
67 87 320
67 90 450
67 91 364
67 95 321
67 97 638
68 2 633
68 3 66
68 5 213
68 6 289
68 8 124
68 14 53
68 20 483
68 22 567
68 24 27
68 25 615
68 26 602
68 27 884
68 29 815
68 32 863
68 33 47
68 34 960
68 35 860
68 40 632
68 42 81
68 44 99
68 46 587
68 49 749
68 52 435
68 54 558
68 57 344
68 59 27
68 60 721
68 63 286
68 67 982
68 69 774
68 72 822
68 75 61
68 77 851
68 78 628
68 79 542
68 84 587
68 86 472
68 87 320
68 89 350
68 90 917
68 91 720
68 93 216
68 96 324
68 97 344
68 98 152
68 100 695
69 4 641
69 5 904
69 6 994
69 7 667
69 11 383
69 14 660
69 15 122
69 16 698
69 18 857
69 21 965
69 22 198
69 24 168
69 25 394
69 26 183
69 28 348
69 29 828
69 31 946
69 32 426
69 33 201
69 34 666
69 39 303
69 40 981
69 41 622
69 43 393
69 44 830
69 45 733
69 46 804
69 47 324
69 49 271
69 50 469
69 55 620
69 56 934
69 60 885
69 62 588
69 64 213
69 65 577
69 67 224
69 70 290
69 74 688
69 76 127
69 77 892
69 81 772
69 82 393
69 84 671
69 86 160
69 89 154
69 91 847
69 92 912
69 94 400
70 1 824
70 2 389
70 3 631
70 4 790
70 8 64
70 9 588
70 10 906
70 11 271
70 13 255
70 14 809
70 15 368
70 16 361
70 20 922
70 21 728
70 22 398
70 23 495
70 24 687
70 27 355
70 34 435
70 37 405
70 38 739
70 41 381
70 42 936
70 44 54
70 46 944
70 47 442
70 48 595
70 50 583
70 54 422
70 55 843
70 58 596
70 60 332
70 61 250
70 62 936
70 63 584
70 64 458
70 67 570
70 68 134
70 71 215
70 74 603
70 76 353
70 77 47
70 78 785
70 79 610
70 83 607
70 85 303
70 86 769
70 88 172
70 90 769
70 92 496
70 94 293
70 98 81
70 99 130
70 100 185
71 1 605
71 2 515
71 3 386
71 4 598
71 5 420
71 6 845
71 8 535
71 9 97
71 10 800
71 11 273
71 12 428
71 14 487
71 15 863
71 16 400
71 17 568
71 19 233
71 23 313
71 26 960
71 27 2
71 33 211
71 35 667
71 37 578
71 41 492
71 42 766
71 43 993
71 44 785
71 45 892
71 46 689
71 49 2
71 51 93
71 52 706
71 53 799
71 54 318
71 55 241
71 56 237
71 58 465
71 62 602
71 65 688
71 68 398
71 69 230
71 70 4
71 75 964
71 76 529
71 79 421
71 80 673
71 82 485
71 83 702
71 84 636
71 85 471
71 86 743
71 87 960
71 89 377
71 90 362
71 94 263
71 96 42
71 97 80
71 99 174
71 100 707
72 1 344
72 7 555
72 8 687
72 10 376
72 13 5
72 16 204
72 18 952
72 21 120
72 22 491
72 23 846
72 24 817
72 25 301
72 26 737
